Alternatives
####################################################
99.35,93.77,98.57,93.52,85.89,17.37,72.87,96.93,90.2
99.68,97.04,99.29,88.2,88.89,0.0,57.27,66.04,96.4
99.03,93.26,99.57,96.08,100.0,16.32,50.82,88.76,92.73
96.19,86.98,99.71,95.72,96.63,28.08,23.06,97.6,88.67
88.86,78.26,97.83,87.8,92.05,84.71,0.0,100.0,82.2
92.5,91.27,99.93,97.52,78.2,41.5,45.05,96.73,81.83
96.5,93.36,99.79,85.4,100.0,0.0,54.03,95.78,90.82
97.44,92.9,95.44,90.9,100.0,22.2,56.47,100.0,76.58
83.68,94.81,100.0,89.37,49.75,0.0,82.36,93.98,84.79
88.25,82.43,99.22,92.41,98.79,55.05,60.75,99.52,80.12
97.76,95.67,100.0,90.52,65.32,35.27,27.89,92.75,83.69
95.26,86.78,99.5,98.94,61.28,30.36,22.91,98.98,84.53
100.0,96.13,100.0,97.88,83.9,33.92,39.6,87.18,62.81
80.26,87.8,100.0,100.0,0.0,0.0,64.21,72.26,95.44
87.65,75.59,95.87,83.75,92.05,81.31,65.35,98.96,85.23
79.31,72.09,99.93,98.23,94.06,83.96,0.0,90.43,82.53
100.0,94.59,98.86,93.89,63.01,66.85,93.89,82.2,57.12
87.04,72.19,100.0,97.16,99.7,53.63,0.0,93.33,78.76
98.39,94.39,94.02,84.99,75.76,20.34,26.5,90.51,91.19
85.52,82.54,98.57,99.3,54.6,0.0,0.0,100.0,74.05
80.89,87.01,99.36,92.03,100.0,62.66,42.96,94.82,69.64
93.11,88.77,91.11,96.44,83.08,6.46,42.11,97.81,83.19
90.07,86.47,90.85,82.91,99.1,24.83,53.33,98.55,85.72
82.44,70.74,98.12,86.21,91.37,45.46,0.0,100.0,90.78
94.64,91.16,99.65,89.75,95.68,39.1,35.51,74.5,74.59
94.34,89.73,99.17,84.16,99.4,18.39,43.1,79.35,80.88
81.51,61.99,98.93,88.98,98.18,44.36,0.0,100.0,91.23
82.75,67.3,95.62,84.58,100.0,42.09,0.0,100.0,91.08
76.09,72.75,99.64,92.78,88.16,80.93,29.19,98.96,79.35
84.6,69.88,99.5,98.59,68.35,61.36,34.04,100.0,78.19
89.77,80.99,78.12,69.16,98.18,96.7,0.0,75.83,97.94
92.2,84.76,84.22,91.28,98.18,49.17,57.81,73.7,84.42
81.82,80.46,93.25,88.59,85.1,80.55,28.03,88.98,77.03
79.94,78.0,85.64,74.31,100.0,69.68,34.98,95.77,96.18
90.68,80.31,91.12,66.36,98.18,50.18,0.0,73.06,94.87
80.57,69.32,98.65,99.65,61.66,72.46,28.64,90.38,75.43
88.56,73.81,82.92,70.76,98.18,96.3,0.0,87.43,72.77
81.2,65.54,94.89,87.41,82.66,43.8,6.219,99.76,88.91
82.13,77.63,100.0,87.01,51.74,82.44,25.91,93.25,59.22
78.99,86.77,100.0,73.81,25.81,82.82,15.4,78.23,89.01
76.74,60.91,99.64,94.99,66.13,32.53,48.93,100.0,80.59
91.89,93.94,87.62,56.65,33.85,56.91,53.13,90.52,81.52
98.07,92.37,93.05,66.94,97.87,9.225,26.39,69.72,75.94
85.82,84.18,87.22,73.32,98.18,47.08,50.39,65.58,87.45
94.95,95.51,82.8,67.5,73.62,58.72,33.27,78.51,0.0
85.21,91.78,84.42,76.23,72.98,37.86,65.4,92.62,56.41
87.95,86.9,93.96,64.6,92.05,82.06,32.43,67.72,64.29
83.06,75.13,91.86,63.99,92.05,86.99,0.0,61.46,83.34
67.8,70.5,100.0,96.8,46.36,0.0,52.81,71.29,82.23
86.13,76.74,91.28,58.79,92.05,63.08,0.0,72.3,77.6
86.43,94.21,77.81,72.31,45.35,52.17,39.01,87.93,72.34
96.81,88.4,94.47,94.26,41.21,36.58,38.2,75.15,40.29
71.02,91.2,81.08,82.06,87.79,0.0,61.8,61.04,73.94
91.28,91.86,77.72,62.12,69.54,55.98,24.84,90.47,0.0
78.03,73.12,74.74,72.82,100.0,87.74,0.0,53.23,94.82
68.53,92.88,82.22,70.23,37.4,77.5,14.09,95.73,70.24
78.35,91.04,77.22,71.8,32.87,68.07,29.17,87.99,72.63
71.71,93.08,71.93,80.76,42.1,31.82,83.48,93.54,0.0
84.29,92.06,83.45,57.38,66.91,83.2,64.86,59.23,0.0
73.09,60.98,95.8,65.78,70.37,86.61,52.81,76.61,76.82
83.99,80.89,89.34,60.16,42.59,53.14,62.64,54.12,91.01
92.81,97.2,86.61,59.48,11.14,0.0,43.28,88.51,0.0
86.74,74.68,91.22,77.16,48.33,0.0,53.48,90.85,58.95
65.55,89.57,67.72,60.82,100.0,0.0,71.02,91.1,59.61
98.71,92.03,95.69,47.46,94.38,3.412,46.15,54.32,59.81
63.61,86.79,75.02,51.1,89.61,61.8,51.31,86.16,80.98
72.4,79.55,80.79,80.32,79.14,54.58,55.26,78.66,54.9
77.39,95.02,77.76,50.22,77.72,28.86,29.45,99.03,0.0
93.72,89.66,81.87,74.79,0.0,0.0,0.0,53.45,60.32
89.16,92.44,77.98,51.95,65.49,0.0,33.14,81.02,0.0
73.76,84.79,74.63,58.09,100.0,0.0,0.0,79.8,58.36
69.96,74.0,70.28,49.33,89.97,0.0,0.0,74.2,99.24
77.71,83.8,73.66,79.88,78.67,75.96,49.04,84.59,33.92
64.39,75.97,89.65,76.7,75.74,0.0,0.0,42.94,85.38
75.76,95.72,79.1,38.54,88.16,97.11,40.1,51.31,0.0
74.77,90.09,71.87,54.38,95.99,49.68,0.0,90.06,37.25
95.57,95.41,92.72,58.09,28.44,0.0,34.95,55.45,0.0
58.19,88.58,62.4,63.38,80.05,0.0,41.03,95.74,61.18
58.63,90.16,68.32,41.04,73.62,0.0,0.0,93.75,75.67
65.93,45.51,95.11,93.15,57.8,74.42,58.47,69.34,62.39
69.25,88.84,71.9,79.44,93.4,0.0,56.95,75.06,54.26
73.42,87.59,82.41,39.82,100.0,0.0,0.0,78.94,68.1
67.06,89.04,72.11,82.49,76.34,0.0,66.51,61.62,43.6
60.76,84.27,66.29,69.7,75.81,0.0,0.0,49.93,93.27
71.37,88.55,90.06,48.13,68.25,0.0,65.26,61.86,0.0
59.06,71.1,91.91,91.66,31.85,0.0,57.17,56.54,67.71
54.02,56.54,89.8,90.14,0.0,0.0,33.71,58.37,89.35
62.81,86.95,72.82,46.48,72.51,7.874,14.79,86.89,80.14
61.59,83.88,69.88,65.19,70.76,37.22,28.57,78.02,89.59
57.74,83.67,54.84,44.42,100.0,75.58,65.67,91.8,0.0
72.74,56.32,85.77,71.28,76.24,43.23,43.86,86.08,55.92
54.5,69.47,90.3,94.63,27.17,0.0,56.27,89.41,38.49
93.42,94.09,88.06,11.37,30.77,65.61,65.81,74.59,0.0
60.34,74.44,80.29,86.61,74.7,60.93,34.61,43.86,74.74
55.46,73.64,86.99,85.8,38.21,0.0,33.9,81.69,48.3
78.67,93.45,79.32,0.01,53.44,95.1,67.25,81.12,0.0
68.16,89.65,73.94,42.21,43.23,46.01,12.37,76.43,78.71
97.13,83.9,86.96,37.84,0.9772,0.0,62.07,86.74,30.7
74.43,79.3,85.06,78.99,87.04,68.48,57.82,22.53,47.77
72.06,89.88,63.25,0.0,85.5,88.51,46.12,89.37,70.53
67.43,65.96,76.97,83.33,97.56,0.0,64.21,31.17,0.0
77.06,91.2,84.99,27.06,38.25,0.0,56.2,79.33,0.0
87.34,90.12,79.38,0.0,51.78,71.67,38.31,88.91,44.23
65.17,58.02,86.72,78.54,51.74,0.0,30.58,72.75,50.86
63.21,76.68,76.89,55.91,92.39,0.0,33.17,64.16,53.88
45.93,79.68,52.99,58.09,89.25,60.05,0.0,97.06,0.0
75.43,80.36,74.66,12.69,84.31,12.96,23.59,81.62,81.59
61.18,68.99,83.05,0.0,75.74,72.85,37.72,81.98,91.12
68.89,23.81,85.54,78.08,43.9,60.49,55.45,77.45,74.78
70.67,58.04,78.7,0.0,91.71,98.33,0.0,96.34,0.0
75.1,79.96,79.31,0.0,98.18,100.0,31.85,70.31,51.28
90.98,98.24,89.33,3.96,0.0,0.0,35.53,80.99,0.0
56.39,48.86,89.92,81.63,0.0,0.0,45.47,87.12,33.57
62.41,86.69,54.47,53.59,24.34,23.1,0.0,83.56,77.08
59.49,89.05,68.55,0.0,71.94,10.52,36.16,93.72,90.16
62.0,56.7,73.86,68.61,87.41,0.0,0.0,34.64,81.88
48.27,75.78,57.02,34.29,95.03,0.0,60.58,93.36,0.0
79.63,74.81,81.04,0.0,50.22,0.0,0.0,56.18,93.54
66.31,84.38,74.39,68.06,70.16,0.0,47.13,24.72,54.75
89.47,78.07,93.73,0.0,92.05,93.13,0.0,36.62,36.87
91.59,91.88,85.91,11.37,59.79,0.0,48.06,48.53,0.0
84.91,93.39,87.0,11.37,7.086,0.0,47.44,77.19,0.0
44.7,79.31,51.78,52.78,96.31,34.6,46.25,84.09,67.06
49.38,82.99,53.71,55.15,100.0,1.758,0.0,52.93,76.66
66.68,90.39,63.83,27.06,0.0,0.0,32.93,87.32,0.0
64.0,84.25,78.09,61.48,0.0,0.0,57.64,48.68,23.83
43.43,77.07,48.73,35.78,100.0,15.24,35.29,90.88,73.63
50.46,81.66,41.02,24.99,98.49,84.33,62.97,93.26,41.61
52.54,85.44,54.86,0.0,80.94,21.28,0.0,94.31,70.99
44.07,71.72,47.63,43.34,100.0,27.29,47.92,80.79,68.6
69.61,54.76,80.34,19.8,83.49,23.97,42.05,82.37,41.48
33.52,70.85,37.38,45.47,100.0,42.66,60.87,94.34,0.0
42.77,72.15,44.11,22.56,100.0,58.27,53.3,75.43,82.17
50.99,82.75,66.15,27.06,0.0,98.75,42.5,50.35,0.0
40.71,63.51,50.91,32.7,100.0,48.13,0.0,93.61,0.0
38.5,77.03,47.88,0.0,100.0,80.17,51.45,77.33,79.43
83.37,97.1,81.82,4.65,0.0,0.0,71.79,35.92,0.0
53.04,78.79,60.3,0.3,100.0,0.0,45.22,71.39,0.0
30.63,65.56,42.58,37.2,100.0,44.91,55.59,86.95,0.0
76.41,93.99,90.08,11.37,16.84,0.0,58.16,26.5,0.0
51.51,28.07,64.39,48.41,51.96,74.8,34.74,63.42,67.19
39.99,64.66,59.41,31.0,96.94,0.0,57.01,43.63,0.0
59.92,81.78,66.26,19.4,47.74,0.0,57.14,37.03,0.0
57.3,34.57,66.34,16.58,41.21,0.0,39.8,70.04,70.35
47.12,81.74,36.68,0.0,100.0,71.28,57.04,53.54,0.0
49.93,66.25,60.23,0.0,100.0,0.0,22.26,88.15,0.0
41.41,56.24,58.0,0.0,100.0,63.93,0.0,71.26,0.0
54.98,32.45,66.12,0.0,100.0,31.1,0.0,90.23,0.0
47.7,29.84,60.94,0.0,92.73,94.7,0.0,76.59,0.0
53.53,76.65,42.71,0.0,100.0,0.0,62.48,47.95,0.0
22.21,70.74,49.63,0.0,100.0,40.32,0.0,93.35,0.0
29.6,84.95,49.48,3.96,100.0,0.0,14.18,68.38,0.0
46.53,44.34,64.59,0.0,93.73,55.52,64.35,57.74,0.0
52.03,86.72,62.0,17.99,80.5,0.0,67.13,1.474,0.0
27.38,65.18,35.45,0.0,91.02,35.93,84.89,87.3,0.0
36.94,86.8,27.14,0.0,97.56,81.69,49.25,46.46,0.0
37.73,85.27,47.22,29.16,95.36,0.0,0.0,26.17,0.0
45.32,81.47,57.86,0.0,0.0,72.07,47.21,39.97,0.0
17.32,65.81,28.76,0.0,80.94,87.36,0.0,90.87,0.0
36.12,74.01,40.17,0.0,93.06,0.0,89.31,42.92,0.0
31.63,65.84,31.4,0.0,100.0,47.61,57.0,71.34,0.0
24.94,66.94,31.26,0.0,100.0,26.49,93.01,75.46,0.0
15.38,67.51,28.0,0.0,100.0,76.73,0.0,83.52,0.0
56.84,85.33,60.5,0.0,0.0,0.0,52.26,39.2,0.0
10.78,66.31,35.87,0.0,100.0,0.0,0.0,88.05,0.0
28.51,64.66,41.07,7.626,0.0,0.0,69.22,77.29,0.0
32.59,67.23,40.82,0.0,81.38,33.23,78.75,49.67,0.0
20.7,55.48,40.62,0.0,100.0,70.48,0.0,64.71,0.0
35.28,76.05,38.69,0.0,97.25,64.35,49.82,24.41,0.0
39.26,77.95,31.67,0.0,81.81,0.0,46.27,42.8,0.0
23.62,51.51,26.42,0.0,100.0,63.51,0.0,76.14,0.0
0.0,71.94,21.78,0.0,100.0,39.71,49.19,88.43,0.0
42.1,21.86,57.11,0.0,59.08,67.25,51.04,63.77,0.0
13.23,64.05,37.81,0.0,100.0,0.0,0.0,73.03,0.0
7.934,67.41,10.03,0.0,100.0,0.0,0.0,80.62,0.0
48.83,70.74,39.2,0.0,75.93,0.0,0.0,21.25,0.0
0.0,63.35,11.98,0.0,100.0,0.0,0.0,88.33,0.0
4.483,71.53,22.07,0.0,100.0,11.76,53.37,64.68,0.0
34.41,77.11,32.41,0.0,0.0,0.0,62.81,41.11,0.0
26.19,68.69,26.07,3.96,0.0,0.0,35.48,20.91,0.0
